RunningTime Objetos Architecture Effects Resolution
4.88 1000 CPU 011 1440x900.sc
19.77 4000 GPU 110 1920x1080.sc
161.39 65000 CPU 101 1920x1080.sc
4.01 1000 CPU 011 1280x720.sc
59.85 65000 GPU 100 1440x900.sc
65.73 260000 GPU 010 1280x720.sc
6.57 4000 CPU 000 1440x900.sc
13.47 16000 GPU 001 1920x1080.sc
515.16 260000 CPU 111 1440x900.sc
40.81 4000 CPU 100 1920x1080.sc
3.87 4000 GPU 001 1440x900.sc
59.35 65000 CPU 011 1920x1080.sc
68.74 65000 GPU 100 1920x1080.sc
138.09 65000 GPU 110 1920x1080.sc
72.18 260000 GPU 001 1280x720.sc
40.61 4000 CPU 100 1920x1080.sc
64.95 16000 CPU 100 1920x1080.sc
4.02 1000 CPU 000 1440x900.sc
1.47 1000 GPU 001 1440x900.sc
193.80 260000 GPU 100 1280x720.sc
32.10 4000 GPU 111 1440x900.sc
28.81 1000 CPU 111 1920x1080.sc
2.65 4000 GPU 000 1920x1080.sc
3.69 1000 CPU 010 1280x720.sc
17.54 4000 GPU 101 1440x900.sc
20.95 16000 CPU 010 1920x1080.sc
4.03 1000 CPU 000 1440x900.sc
458.56 65000 GPU 111 1920x1080.sc
231.25 260000 GPU 100 1440x900.sc
48.74 260000 CPU 001 1280x720.sc
8.30 4000 CPU 000 1920x1080.sc
14.39 16000 CPU 001 1440x900.sc
27.36 1000 CPU 110 1920x1080.sc
14.76 4000 GPU 110 1280x720.sc
7.60 16000 CPU 000 1280x720.sc
5.24 1000 CPU 001 1920x1080.sc
53.32 4000 CPU 111 1440x900.sc
11.71 16000 GPU 010 1920x1080.sc
5.55 1000 CPU 010 1920x1080.sc
3.09 4000 GPU 001 1280x720.sc
1.58 1000 GPU 010 1920x1080.sc
19.96 16000 CPU 011 1280x720.sc
14.18 65000 CPU 000 1280x720.sc
295.08 65000 CPU 111 1920x1080.sc
161.75 65000 CPU 101 1920x1080.sc
295.12 65000 CPU 111 1920x1080.sc
18.18 1000 CPU 110 1280x720.sc
25.70 65000 CPU 001 1440x900.sc
10.78 4000 CPU 011 1440x900.sc
74.36 260000 CPU 001 1920x1080.sc
4.95 1000 CPU 000 1920x1080.sc
104.20 260000 CPU 011 1440x900.sc
33.85 4000 CPU 110 1280x720.sc
1.06 1000 GPU 000 1280x720.sc
61.66 260000 CPU 001 1440x900.sc
13.24 16000 CPU 010 1280x720.sc
104.16 16000 CPU 110 1920x1080.sc
8.80 16000 GPU 010 1280x720.sc
1.78 1000 GPU 011 1440x900.sc
137.04 65000 GPU 101 1440x900.sc
81.28 260000 CPU 011 1280x720.sc
28.71 16000 GPU 011 1440x900.sc
18.26 65000 CPU 000 1440x900.sc
10.71 4000 CPU 011 1440x900.sc
17.12 16000 CPU 010 1440x900.sc
15.27 1000 CPU 100 1280x720.sc
13.57 4000 GPU 101 1280x720.sc
226.84 260000 CPU 100 1440x900.sc
8.80 16000 GPU 010 1280x720.sc
8.24 1000 GPU 111 1920x1080.sc
17.39 4000 GPU 110 1440x900.sc
253.66 260000 CPU 110 1280x720.sc
372.52 260000 GPU 110 1440x900.sc
19.40 1000 CPU 100 1440x900.sc
55.54 260000 CPU 000 1920x1080.sc
130.28 16000 CPU 111 1440x900.sc
4.71 1000 GPU 101 1280x720.sc
27.75 65000 CPU 010 1440x900.sc
1.15 1000 GPU 000 1440x900.sc
402.39 260000 CPU 111 1280x720.sc
182.14 260000 CPU 100 1280x720.sc
167.97 65000 GPU 101 1920x1080.sc
5.99 1000 GPU 101 1920x1080.sc
13.09 16000 CPU 000 1920x1080.sc
8.78 16000 GPU 010 1280x720.sc
99.12 16000 CPU 111 1280x720.sc
24.04 1000 CPU 100 1920x1080.sc
422.68 260000 GPU 110 1920x1080.sc
8.21 4000 CPU 000 1920x1080.sc
15.22 1000 CPU 100 1280x720.sc
48.91 260000 CPU 001 1280x720.sc
1.00 1000 GPU 000 1280x720.sc
28.63 16000 GPU 011 1440x900.sc
52.13 16000 CPU 101 1280x720.sc
92.65 65000 GPU 011 1920x1080.sc
168.15 65000 GPU 101 1920x1080.sc
3.32 1000 CPU 001 1280x720.sc
21.22 65000 GPU 001 1280x720.sc
3.52 16000 GPU 000 1280x720.sc
37.35 260000 CPU 000 1280x720.sc
1.57 1000 GPU 010 1440x900.sc
3.32 1000 CPU 001 1280x720.sc
302.72 260000 CPU 101 1440x900.sc
130.33 16000 CPU 111 1440x900.sc
31.44 16000 CPU 011 1920x1080.sc
3.31 4000 GPU 010 1280x720.sc
372.28 260000 GPU 110 1440x900.sc
159.96 16000 GPU 111 1920x1080.sc
56.77 16000 GPU 110 1920x1080.sc
26.28 16000 CPU 011 1440x900.sc
13.60 4000 GPU 101 1280x720.sc
2.51 4000 GPU 000 1920x1080.sc
5.15 1000 GPU 110 1280x720.sc
5.52 4000 GPU 011 1280x720.sc
4.39 16000 GPU 000 1440x900.sc
50.22 16000 GPU 110 1440x900.sc
81.34 260000 CPU 011 1280x720.sc
383.40 260000 CPU 110 1920x1080.sc
24.03 1000 CPU 100 1920x1080.sc
7.58 16000 CPU 000 1280x720.sc
3.66 16000 GPU 000 1280x720.sc
71.07 16000 CPU 101 1440x900.sc
49.34 65000 GPU 100 1280x720.sc
64.76 16000 CPU 100 1920x1080.sc
6.10 1000 GPU 110 1440x900.sc
172.50 65000 CPU 110 1920x1080.sc
59.43 65000 CPU 011 1920x1080.sc
173.26 65000 CPU 111 1280x720.sc
68.72 65000 GPU 100 1920x1080.sc
47.12 65000 CPU 011 1440x900.sc
69.50 65000 CPU 100 1280x720.sc
23.21 65000 CPU 000 1920x1080.sc
5.62 1000 GPU 101 1440x900.sc
11.15 16000 GPU 001 1440x900.sc
156.10 16000 CPU 111 1920x1080.sc
5.25 1000 CPU 001 1920x1080.sc
1.47 1000 GPU 001 1440x900.sc
8.21 1000 GPU 111 1920x1080.sc
239.21 260000 CPU 101 1280x720.sc
47.62 4000 CPU 101 1920x1080.sc
6.10 1000 GPU 110 1440x900.sc
3.12 1000 CPU 000 1280x720.sc
285.26 65000 GPU 111 1280x720.sc
20.31 65000 GPU 010 1280x720.sc
1.51 1000 GPU 001 1920x1080.sc
3.97 1000 CPU 000 1440x900.sc
2.02 1000 GPU 011 1920x1080.sc
257.88 260000 GPU 011 1920x1080.sc
47.59 260000 GPU 000 1440x900.sc
9.61 4000 CPU 001 1920x1080.sc
76.87 65000 GPU 011 1440x900.sc
9.58 4000 CPU 001 1920x1080.sc
7.63 4000 GPU 011 1920x1080.sc
32.50 4000 CPU 100 1440x900.sc
24.17 1000 CPU 111 1440x900.sc
294.85 65000 CPU 111 1920x1080.sc
39.97 260000 GPU 000 1280x720.sc
53.25 4000 CPU 111 1440x900.sc
302.77 260000 CPU 101 1440x900.sc
7.62 16000 CPU 000 1280x720.sc
27.35 1000 CPU 110 1920x1080.sc
53.10 260000 GPU 000 1920x1080.sc
16.34 1000 CPU 101 1280x720.sc
114.06 65000 CPU 100 1920x1080.sc
85.81 260000 GPU 010 1920x1080.sc
257.35 260000 GPU 011 1920x1080.sc
60.12 65000 GPU 100 1440x900.sc
5.17 1000 GPU 110 1280x720.sc
38.26 4000 CPU 101 1440x900.sc
5.64 4000 GPU 011 1280x720.sc
20.46 16000 GPU 100 1440x900.sc
25.66 65000 CPU 001 1440x900.sc
257.82 260000 GPU 011 1920x1080.sc
72.16 260000 GPU 001 1280x720.sc
19.88 16000 CPU 011 1280x720.sc
7.60 16000 CPU 000 1280x720.sc
381.77 260000 CPU 110 1920x1080.sc
440.12 260000 GPU 101 1440x900.sc
55.57 260000 CPU 000 1920x1080.sc
64.14 260000 CPU 010 1440x900.sc
6.84 1000 GPU 111 1280x720.sc
34.19 65000 GPU 001 1920x1080.sc
140.98 16000 GPU 111 1440x900.sc
10.12 16000 CPU 000 1440x900.sc
89.82 65000 CPU 100 1440x900.sc
68.67 65000 GPU 100 1920x1080.sc
1.54 1000 GPU 011 1280x720.sc
1.22 1000 GPU 010 1280x720.sc
24.41 16000 GPU 100 1920x1080.sc
130.20 16000 CPU 111 1440x900.sc
53.78 4000 CPU 110 1920x1080.sc
103.48 65000 GPU 101 1280x720.sc
4.92 4000 CPU 000 1280x720.sc
4.25 1000 CPU 001 1440x900.sc
44.26 4000 CPU 110 1440x900.sc
28.64 4000 CPU 101 1280x720.sc
34.38 65000 GPU 001 1920x1080.sc
65.65 260000 GPU 010 1280x720.sc
1.48 1000 GPU 001 1920x1080.sc
40.05 260000 GPU 000 1280x720.sc
76.80 65000 GPU 011 1440x900.sc
366.02 260000 CPU 101 1920x1080.sc
2.12 1000 GPU 011 1920x1080.sc
51.93 260000 CPU 010 1280x720.sc
37.58 260000 CPU 000 1280x720.sc
19.15 65000 CPU 001 1280x720.sc
105.64 65000 CPU 110 1280x720.sc
6.87 4000 CPU 010 1280x720.sc
104.26 260000 CPU 011 1440x900.sc
3.66 16000 GPU 000 1280x720.sc
75.56 260000 GPU 010 1440x900.sc
90.16 16000 CPU 101 1920x1080.sc
40.80 4000 CPU 100 1920x1080.sc
61.71 260000 CPU 001 1440x900.sc
120.73 65000 GPU 110 1440x900.sc
14.27 16000 CPU 001 1440x900.sc
302.55 260000 CPU 101 1440x900.sc
182.11 260000 CPU 100 1280x720.sc
11.08 4000 GPU 100 1920x1080.sc
1056.61 260000 GPU 111 1440x900.sc
42.32 16000 GPU 110 1280x720.sc
59.26 65000 CPU 011 1920x1080.sc
42.31 16000 GPU 110 1280x720.sc
10.55 16000 CPU 001 1280x720.sc
110.11 16000 GPU 111 1280x720.sc
35.68 4000 GPU 111 1920x1080.sc
59.29 65000 CPU 011 1920x1080.sc
8.37 1000 GPU 111 1920x1080.sc
28.05 65000 GPU 010 1920x1080.sc
17.08 16000 CPU 010 1440x900.sc
14.40 65000 GPU 000 1920x1080.sc
21.19 65000 GPU 001 1280x720.sc
19.96 4000 GPU 101 1920x1080.sc
47.25 65000 CPU 011 1440x900.sc
85.87 260000 GPU 010 1920x1080.sc
6.00 1000 GPU 101 1920x1080.sc
381.83 260000 CPU 110 1920x1080.sc
173.29 65000 CPU 111 1280x720.sc
1.01 1000 GPU 000 1280x720.sc
127.86 260000 CPU 011 1920x1080.sc
315.00 260000 CPU 110 1440x900.sc
7.87 4000 CPU 001 1440x900.sc
1.04 1000 GPU 000 1280x720.sc
98.80 65000 GPU 110 1280x720.sc
10.33 16000 GPU 010 1440x900.sc
8.69 16000 GPU 010 1280x720.sc
5.50 4000 GPU 011 1280x720.sc
6.46 1000 GPU 110 1920x1080.sc
512.39 260000 GPU 101 1920x1080.sc
11.26 16000 GPU 001 1440x900.sc
25.30 1000 CPU 101 1920x1080.sc
55.71 260000 CPU 000 1920x1080.sc
75.85 260000 GPU 010 1440x900.sc
92.73 65000 GPU 011 1920x1080.sc
1.26 1000 GPU 010 1280x720.sc
13.18 16000 CPU 010 1280x720.sc
14.30 16000 CPU 001 1440x900.sc
28.66 4000 CPU 101 1280x720.sc
1.85 4000 GPU 000 1280x720.sc
9.47 4000 GPU 100 1440x900.sc
372.98 260000 GPU 110 1440x900.sc
10.32 65000 GPU 000 1280x720.sc
32.50 4000 CPU 100 1440x900.sc
94.13 65000 CPU 101 1280x720.sc
8.39 1000 GPU 111 1920x1080.sc
137.38 65000 GPU 101 1440x900.sc
19.40 1000 CPU 111 1280x720.sc
49.47 65000 GPU 100 1280x720.sc
239.13 260000 CPU 101 1280x720.sc
21.01 16000 CPU 010 1920x1080.sc
33.87 4000 CPU 110 1280x720.sc
50.28 16000 GPU 110 1440x900.sc
5.20 1000 CPU 001 1920x1080.sc
64.17 4000 CPU 111 1920x1080.sc
11.77 16000 GPU 010 1920x1080.sc
7.42 4000 GPU 011 1920x1080.sc
20.00 16000 CPU 011 1280x720.sc
103.56 65000 GPU 101 1280x720.sc
32.36 16000 GPU 011 1920x1080.sc
13.53 4000 GPU 101 1280x720.sc
6.81 4000 CPU 010 1280x720.sc
37.32 16000 CPU 100 1280x720.sc
8.61 16000 GPU 001 1280x720.sc
27.96 65000 GPU 001 1440x900.sc
511.81 260000 GPU 101 1920x1080.sc
50.03 16000 CPU 100 1440x900.sc
64.13 260000 CPU 010 1440x900.sc
4.46 4000 GPU 001 1920x1080.sc
44.32 4000 CPU 110 1440x900.sc
38.43 4000 CPU 101 1440x900.sc
1.24 1000 GPU 000 1440x900.sc
136.90 65000 GPU 101 1440x900.sc
10.80 4000 CPU 010 1920x1080.sc
12.99 4000 CPU 011 1920x1080.sc
6.84 4000 GPU 011 1440x900.sc
10.33 16000 GPU 010 1440x900.sc
424.03 260000 GPU 110 1920x1080.sc
20.71 1000 CPU 101 1440x900.sc
12.96 4000 CPU 011 1920x1080.sc
41.20 16000 GPU 101 1280x720.sc
18.18 16000 CPU 001 1920x1080.sc
13.61 4000 GPU 101 1280x720.sc
28.93 1000 CPU 111 1920x1080.sc
71.10 16000 CPU 101 1440x900.sc
105.67 65000 CPU 110 1280x720.sc
104.10 16000 CPU 110 1920x1080.sc
37.44 16000 CPU 100 1280x720.sc
839.25 260000 GPU 111 1280x720.sc
373.61 260000 GPU 110 1440x900.sc
4.89 1000 CPU 011 1440x900.sc
10.74 4000 CPU 011 1440x900.sc
4.72 1000 GPU 100 1920x1080.sc
402.46 260000 CPU 111 1280x720.sc
64.22 260000 CPU 010 1440x900.sc
8.39 1000 GPU 111 1920x1080.sc
10.32 16000 GPU 010 1440x900.sc
11.59 16000 GPU 010 1920x1080.sc
5.89 1000 CPU 011 1920x1080.sc
302.74 260000 CPU 101 1440x900.sc
440.20 260000 GPU 101 1440x900.sc
74.18 260000 CPU 001 1920x1080.sc
20.84 1000 CPU 101 1440x900.sc
17.59 4000 GPU 110 1440x900.sc
37.50 260000 CPU 000 1280x720.sc
28.27 65000 GPU 010 1920x1080.sc
32.66 65000 CPU 001 1920x1080.sc
28.18 65000 GPU 001 1440x900.sc
42.12 16000 GPU 110 1280x720.sc
24.41 16000 GPU 100 1920x1080.sc
18.23 65000 CPU 000 1440x900.sc
24.36 4000 CPU 100 1280x720.sc
56.58 16000 GPU 110 1920x1080.sc
28.88 1000 CPU 111 1920x1080.sc
28.13 65000 GPU 001 1440x900.sc
10.86 4000 CPU 010 1920x1080.sc
1.40 1000 GPU 000 1920x1080.sc
6.62 4000 CPU 000 1440x900.sc
172.59 65000 CPU 110 1920x1080.sc
4.72 1000 GPU 100 1920x1080.sc
14.65 4000 GPU 110 1280x720.sc
5.94 1000 GPU 110 1440x900.sc
1.07 1000 GPU 000 1440x900.sc
92.49 65000 GPU 011 1920x1080.sc
7.57 16000 CPU 000 1280x720.sc
77.44 260000 CPU 010 1920x1080.sc
5.00 4000 CPU 000 1280x720.sc
75.68 260000 GPU 010 1440x900.sc
3.73 4000 GPU 010 1440x900.sc
34.73 65000 CPU 010 1920x1080.sc
285.62 65000 GPU 111 1280x720.sc
64.70 16000 CPU 100 1920x1080.sc
1.41 1000 GPU 010 1280x720.sc
3.74 4000 GPU 010 1440x900.sc
26.18 16000 CPU 011 1440x900.sc
31.36 16000 CPU 011 1920x1080.sc
127.03 65000 CPU 101 1440x900.sc
1.27 1000 GPU 001 1280x720.sc
98.86 65000 GPU 110 1280x720.sc
4.59 1000 CPU 010 1440x900.sc
69.35 65000 CPU 100 1280x720.sc
77.59 260000 CPU 010 1920x1080.sc
5.39 16000 GPU 000 1920x1080.sc
114.10 65000 CPU 100 1920x1080.sc
16.39 1000 CPU 101 1280x720.sc
90.26 16000 CPU 101 1920x1080.sc
26.48 4000 GPU 111 1280x720.sc
141.06 16000 GPU 111 1440x900.sc
64.85 16000 GPU 101 1920x1080.sc
20.58 16000 GPU 100 1440x900.sc
13.18 16000 CPU 010 1280x720.sc
4.37 4000 GPU 010 1920x1080.sc
86.08 260000 GPU 010 1920x1080.sc
5.77 4000 CPU 001 1280x720.sc
40.61 4000 CPU 111 1280x720.sc
59.84 65000 GPU 100 1440x900.sc
170.38 260000 GPU 011 1280x720.sc
181.89 260000 CPU 100 1280x720.sc
1056.43 260000 GPU 111 1440x900.sc
121.15 65000 GPU 110 1440x900.sc
17.59 4000 GPU 101 1440x900.sc
365.51 260000 CPU 101 1920x1080.sc
3.94 1000 CPU 011 1280x720.sc
3.90 4000 GPU 001 1440x900.sc
105.63 65000 CPU 110 1280x720.sc
46.53 260000 CPU 000 1440x900.sc
511.86 260000 GPU 101 1920x1080.sc
32.46 16000 GPU 011 1920x1080.sc
401.98 260000 CPU 111 1280x720.sc
12.55 65000 GPU 000 1440x900.sc
1.61 1000 GPU 010 1920x1080.sc
13.31 16000 GPU 001 1920x1080.sc
4.38 16000 GPU 000 1440x900.sc
272.73 260000 CPU 100 1920x1080.sc
1.56 1000 GPU 010 1440x900.sc
25.41 1000 CPU 101 1920x1080.sc
74.36 260000 CPU 001 1920x1080.sc
137.42 65000 CPU 110 1440x900.sc
51.87 260000 CPU 010 1280x720.sc
127.03 65000 CPU 101 1440x900.sc
230.75 260000 GPU 100 1440x900.sc
84.48 16000 CPU 110 1440x900.sc
353.40 260000 GPU 101 1280x720.sc
103.90 65000 GPU 101 1280x720.sc
40.55 4000 CPU 100 1920x1080.sc
14.37 16000 CPU 001 1440x900.sc
31.43 16000 CPU 011 1920x1080.sc
32.42 16000 GPU 011 1920x1080.sc
47.58 4000 CPU 101 1920x1080.sc
17.06 16000 CPU 010 1440x900.sc
8.25 4000 CPU 011 1280x720.sc
19.58 4000 GPU 110 1920x1080.sc
231.01 260000 GPU 100 1440x900.sc
12.46 65000 GPU 000 1440x900.sc
89.59 260000 GPU 001 1440x900.sc
9.49 4000 GPU 100 1440x900.sc
1.22 1000 GPU 000 1920x1080.sc
11.02 4000 GPU 100 1920x1080.sc
65.37 16000 CPU 110 1280x720.sc
4.63 1000 GPU 101 1280x720.sc
4.28 4000 GPU 001 1920x1080.sc
19.11 65000 CPU 001 1280x720.sc
34.84 65000 CPU 010 1920x1080.sc
170.16 260000 GPU 011 1280x720.sc
4.22 1000 CPU 001 1440x900.sc
514.91 260000 CPU 111 1440x900.sc
377.61 65000 GPU 111 1440x900.sc
34.38 65000 GPU 001 1920x1080.sc
11.02 4000 GPU 100 1920x1080.sc
22.43 16000 GPU 011 1280x720.sc
84.46 16000 CPU 110 1440x900.sc
3.03 4000 GPU 001 1280x720.sc
24.39 4000 CPU 100 1280x720.sc
28.14 65000 GPU 010 1920x1080.sc
89.92 65000 CPU 100 1440x900.sc
51.95 260000 CPU 010 1280x720.sc
4.94 1000 CPU 011 1440x900.sc
156.11 16000 CPU 111 1920x1080.sc
69.60 65000 CPU 100 1280x720.sc
4.51 16000 GPU 000 1440x900.sc
34.97 65000 CPU 011 1280x720.sc
256.43 260000 GPU 011 1920x1080.sc
49.36 65000 GPU 100 1280x720.sc
23.99 1000 CPU 111 1440x900.sc
14.77 4000 GPU 110 1280x720.sc
38.30 4000 CPU 101 1440x900.sc
4.45 16000 GPU 000 1440x900.sc
50.24 16000 GPU 110 1440x900.sc
5.51 4000 GPU 011 1280x720.sc
31.95 4000 GPU 111 1440x900.sc
54.61 16000 GPU 101 1440x900.sc
63.91 260000 CPU 010 1440x900.sc
4.59 1000 CPU 010 1440x900.sc
314.99 260000 CPU 110 1440x900.sc
213.21 260000 GPU 011 1440x900.sc
34.21 65000 GPU 001 1920x1080.sc
46.26 260000 CPU 000 1440x900.sc
1271.99 260000 GPU 111 1920x1080.sc
34.67 65000 CPU 010 1920x1080.sc
84.72 16000 CPU 110 1440x900.sc
11.75 16000 GPU 010 1920x1080.sc
31.93 4000 GPU 111 1440x900.sc
47.30 260000 GPU 000 1440x900.sc
5.44 1000 GPU 101 1440x900.sc
